model,src_radical,tgt_radical,n_src_chars,top10_target_rate,baseline_rate,lift
xlm-roberta-base,15,187,26,0.015384615384615385,0.012052013954963527,1.2765182186234818
xlm-roberta-base,15,195,26,0.1,0.008721852204249921,11.465454545454545
xlm-roberta-base,15,196,26,0.05384615384615385,0.010466222645099905,5.144755244755245
xlm-roberta-base,18,1,30,0.016666666666666666,0.004915953060577228,3.390322580645161
xlm-roberta-base,18,9,30,0.06333333333333334,0.040279099270535995,1.5723622047244097
xlm-roberta-base,18,10,30,0.02,0.003330161750713606,6.005714285714285
xlm-roberta-base,18,15,30,0.023333333333333334,0.004123057405645417,5.65923076923077
xlm-roberta-base,18,19,30,0.02,0.00650174437044085,3.07609756097561
xlm-roberta-base,18,27,30,0.01,0.003330161750713606,3.0028571428571427
xlm-roberta-base,18,30,30,0.14333333333333334,0.05629559150015858,2.5460845070422535
xlm-roberta-base,18,31,30,0.016666666666666666,0.005867427846495401,2.8405405405405406
xlm-roberta-base,18,32,30,0.08333333333333333,0.021249603552172536,3.9216417910447756
xlm-roberta-base,18,37,30,0.006666666666666667,0.005867427846495401,1.1362162162162164
xlm-roberta-base,18,38,30,0.06,0.02156676181414526,2.7820588235294115
xlm-roberta-base,18,39,30,0.006666666666666667,0.0045987947986045035,1.4496551724137932
xlm-roberta-base,18,40,30,0.04,0.010466222645099905,3.821818181818182
xlm-roberta-base,18,44,30,0.01,0.00507453219156359,1.970625
xlm-roberta-base,18,46,30,0.03333333333333333,0.012686330478908976,2.6275
xlm-roberta-base,18,50,30,0.016666666666666666,0.006977481763399937,2.3886363636363637
xlm-roberta-base,18,53,30,0.016666666666666666,0.0074532191563590235,2.2361702127659573
xlm-roberta-base,18,57,30,0.03,0.004123057405645417,7.276153846153846
xlm-roberta-base,18,60,30,0.013333333333333334,0.006184586108468126,2.155897435897436
xlm-roberta-base,18,61,30,0.07,0.03330161750713606,2.1020000000000003
xlm-roberta-base,18,62,30,0.02666666666666667,0.003805899143672693,7.006666666666667
xlm-roberta-base,18,64,30,0.11666666666666667,0.05090390104662226,2.2919003115264798
xlm-roberta-base,18,66,30,0.02666666666666667,0.005391690453536315,4.945882352941177
xlm-roberta-base,18,72,30,0.03,0.01569933396764986,1.9109090909090907
xlm-roberta-base,18,75,30,0.09333333333333334,0.047573739295908656,1.9618666666666669
xlm-roberta-base,18,76,30,0.0033333333333333335,0.003171582619727244,1.051
xlm-roberta-base,18,78,30,0.006666666666666667,0.003171582619727244,2.102
xlm-roberta-base,18,85,30,0.14666666666666667,0.06454170631144941,2.2724324324324323
xlm-roberta-base,18,86,30,0.07333333333333333,0.021408182683158895,3.425481481481482
xlm-roberta-base,18,93,30,0.01,0.003805899143672693,2.6275
xlm-roberta-base,18,94,30,0.02666666666666667,0.010466222645099905,2.547878787878788
xlm-roberta-base,18,96,30,0.03666666666666667,0.01665080875356803,2.202095238095238
xlm-roberta-base,18,102,30,0.013333333333333334,0.005550269584522677,2.4022857142857146
xlm-roberta-base,18,104,30,0.03,0.013954963526799874,2.149772727272727
xlm-roberta-base,18,108,30,0.02,0.004123057405645417,4.850769230769231
xlm-roberta-base,18,109,30,0.04,0.012210593085949888,3.275844155844156
xlm-roberta-base,18,112,30,0.03333333333333333,0.013320647002854425,2.5023809523809524
xlm-roberta-base,18,113,30,0.02666666666666667,0.007136060894386299,3.736888888888889
xlm-roberta-base,18,115,30,0.02666666666666667,0.009039010466222646,2.9501754385964913
xlm-roberta-base,18,116,30,0.016666666666666666,0.005550269584522677,3.0028571428571427
xlm-roberta-base,18,118,30,0.03333333333333333,0.01585791309863622,2.1020000000000003
xlm-roberta-base,18,119,30,0.02666666666666667,0.006660323501427212,4.003809523809524
xlm-roberta-base,18,120,30,0.05333333333333334,0.03679035838883603,1.4496551724137932
xlm-roberta-base,18,124,30,0.013333333333333334,0.0034887408816999684,3.821818181818182
xlm-roberta-base,18,128,30,0.016666666666666666,0.004440215667618141,3.7535714285714286
xlm-roberta-base,18,130,30,0.05,0.022042499207104344,2.2683453237410074
xlm-roberta-base,18,140,30,0.10666666666666667,0.04773231842689502,2.2346843853820597
xlm-roberta-base,18,142,30,0.06333333333333334,0.018395179194418014,3.442931034482759
xlm-roberta-base,18,145,30,0.04,0.01157627656200444,3.455342465753425
xlm-roberta-base,18,147,30,0.016666666666666666,0.0036473200126863306,4.569565217391304
xlm-roberta-base,18,149,30,0.07333333333333333,0.03853472882968601,1.903045267489712
xlm-roberta-base,18,154,30,0.043333333333333335,0.017443704408499842,2.4841818181818183
xlm-roberta-base,18,157,30,0.03666666666666667,0.012210593085949888,3.002857142857143
xlm-roberta-base,18,159,30,0.03666666666666667,0.010624801776086268,3.4510447761194025
xlm-roberta-base,18,162,30,0.07666666666666666,0.019029495718363463,4.028833333333333
xlm-roberta-base,18,163,30,0.03,0.008563273073263558,3.5033333333333334
xlm-roberta-base,18,164,30,0.016666666666666666,0.007294640025372661,2.284782608695652
xlm-roberta-base,18,167,30,0.1,0.03758325404376784,2.660759493670886
xlm-roberta-base,18,169,30,0.043333333333333335,0.010624801776086268,4.078507462686567
xlm-roberta-base,18,170,30,0.006666666666666667,0.010624801776086268,0.6274626865671642
xlm-roberta-base,18,172,30,0.013333333333333334,0.004123057405645417,3.2338461538461543
xlm-roberta-base,18,173,30,0.01,0.0060260069774817635,1.6594736842105264
xlm-roberta-base,18,181,30,0.016666666666666666,0.012210593085949888,1.364935064935065
xlm-roberta-base,18,184,30,0.02666666666666667,0.010466222645099905,2.547878787878788
xlm-roberta-base,18,187,30,0.02666666666666667,0.012052013954963527,2.2126315789473687
