model,anchor_r1,r1_num,anchor_r2,r2_num,n_trials,top1_target_rate,top10_target_rate,baseline_rate,lift_top10
Qwen/Qwen2.5-1.5B,火,86,山,46,30,0.03333333333333333,0.03333333333333333,0.012686330478908976,2.6275
Qwen/Qwen2.5-1.5B,火,86,石,112,30,0.0,0.08666666666666667,0.013320647002854425,6.5061904761904765
Qwen/Qwen2.5-1.5B,火,86,田,102,30,0.0,0.01,0.005550269584522677,1.8017142857142858
Qwen/Qwen2.5-1.5B,火,86,目,109,30,0.26666666666666666,0.14666666666666667,0.012210593085949888,12.011428571428572
Qwen/Qwen2.5-1.5B,木,75,水,85,30,0.36666666666666664,0.44666666666666666,0.06454170631144941,6.92058968058968
Qwen/Qwen2.5-1.5B,木,75,火,86,30,0.3,0.3233333333333333,0.021408182683158895,15.103259259259259
Qwen/Qwen2.5-1.5B,木,75,金,167,30,0.06666666666666667,0.08666666666666667,0.03758325404376784,2.305991561181435
Qwen/Qwen2.5-1.5B,木,75,心,61,30,0.1,0.11333333333333333,0.03330161750713606,3.403238095238095
Qwen/Qwen2.5-1.5B,木,75,口,30,30,0.23333333333333334,0.21,0.05629559150015858,3.7303098591549295
Qwen/Qwen2.5-1.5B,木,75,言,149,30,0.03333333333333333,0.18,0.03853472882968601,4.671111111111111
Qwen/Qwen2.5-1.5B,木,75,鸟,196,30,0.9333333333333333,0.29,0.010466222645099905,27.708181818181817
Qwen/Qwen2.5-1.5B,木,75,鱼,195,30,0.5333333333333333,0.16333333333333333,0.008721852204249921,18.72690909090909
Qwen/Qwen2.5-1.5B,木,75,山,46,30,0.26666666666666666,0.23,0.012686330478908976,18.12975
Qwen/Qwen2.5-1.5B,木,75,石,112,30,0.06666666666666667,0.04666666666666667,0.013320647002854425,3.5033333333333334
Qwen/Qwen2.5-1.5B,木,75,田,102,30,0.0,0.006666666666666667,0.005550269584522677,1.2011428571428573
Qwen/Qwen2.5-1.5B,木,75,目,109,30,0.1,0.12,0.012210593085949888,9.827532467532468
Qwen/Qwen2.5-1.5B,金,167,水,85,30,0.1,0.21,0.06454170631144941,3.2537100737100735
Qwen/Qwen2.5-1.5B,金,167,火,86,30,0.1,0.19666666666666666,0.021408182683158895,9.186518518518518
